id,review
1544,Very bad
6061,Very good
3725,Very good
5473,Excellent
244,Excellent
2143,Excellent
3958,Excellent
1846,Excellent
2919,Excellent
6795,Excellent
9600,Excellent
5618,Excellent
2036,Very bad
9207,Excellent
1665,Very good
2796,Excellent
220,Very good
6805,Excellent
2835,Excellent
5960,Very bad
5892,Very good
1907,Very good
8349,Very good
8533,Very good
3612,Very good
2066,Very good
8784,Excellent
7850,Bad
3873,Very good
1666,Very bad
9678,Excellent
1003,Excellent
4276,Very good
6960,Excellent
4085,Bad
9761,Bad
7858,Very good
4959,Excellent
7695,Good
237,Very good
2020,Very good
8835,Excellent
7637,Excellent
7183,Very bad
7721,Very good
6874,Very good
411,Excellent
2120,Bad
6620,Very good
4588,Excellent
4088,Excellent
3447,Very bad
5412,Good
8085,Very good
1071,Excellent
559,Very bad
2159,Excellent
890,Very good
1093,Good
5049,Very good
3584,Very good
4282,Excellent
7468,Very good
8030,Excellent
5896,Very bad
6404,Very bad
8547,Very good
7496,Good
2874,Excellent
5150,Very good
7094,Excellent
7857,Very good
5368,Excellent
7841,Very bad
4232,Very good
414,Very bad
1362,Very good
2079,Very good
6087,Excellent
5532,Very bad
7375,Excellent
8300,Very good
6972,Excellent
2827,Very good
448,Excellent
7732,Very good
2389,Very bad
7144,Very good
6003,Bad
1534,Excellent
7673,Very bad
2900,Excellent
8769,Very good
3842,Excellent
8630,Very good
1357,Good
7547,Excellent
8753,Very good
6457,Very good
342,Very bad
4468,Very good
6689,Good
7767,Very bad
1845,Bad
7797,Excellent
8887,Very bad
8990,Very good
9909,Very good
8894,Good
2687,Excellent
8144,Bad
5542,Excellent
1669,Very good
8579,Excellent
569,Excellent
8608,Excellent
3579,Excellent
8811,Good
5692,Excellent
1946,Very good
83,Very good
8585,Excellent
2708,Excellent
1406,Bad
553,Excellent
6450,Very bad
2232,Very good
2202,Excellent
8374,Very good
3818,Excellent
6627,Excellent
6562,Excellent
743,Excellent
7051,Excellent
9317,Very good
9959,Excellent
9184,Bad
9760,Very good
3018,Very good
8482,Excellent
1634,Very good
2608,Very good
1150,Excellent
3161,Good
7272,Excellent
10,Very good
5026,Excellent
2363,Excellent
7012,Very good
8947,Good
4200,Very good
2617,Bad
3594,Excellent
611,Good
390,Very bad
308,Excellent
3264,Very good
5047,Very good
5243,Very bad
4463,Bad
2816,Very good
1466,Excellent
4746,Excellent
1060,Excellent
5796,Excellent
4155,Bad
1504,Excellent
7098,Very good
2186,Very good
7424,Excellent
4478,Excellent
8088,Excellent
3029,Very good
204,Good
3992,Excellent
7319,Bad
7762,Very good
6168,Excellent
3855,Excellent
4190,Excellent
3301,Excellent
567,Excellent
7324,Excellent
8606,Excellent
7001,Bad
300,Good
3721,Good
8691,Very good
6017,Very bad
8227,Bad
4405,Very good
7125,Excellent
2601,Bad
7922,Excellent
5522,Excellent
161,Excellent
6501,Excellent
3552,Very bad
5617,Excellent
7226,Excellent
5517,Very good
8966,Bad
2799,Very good
4495,Very good
5869,Very good
1283,Bad
8790,Excellent
9662,Excellent
9211,Very good
5832,Very good
2572,Very good
7257,Excellent
8113,Very good
8655,Excellent
2980,Excellent
9731,Good
1300,Excellent
9019,Excellent
7305,Excellent
1998,Very good
7194,Very good
9078,Very good
9671,Excellent
5008,Very good
6697,Very bad
8627,Very good
7600,Very good
1339,Bad
9865,Very bad
8557,Very good
8042,Bad
562,Excellent
2885,Very good
6054,Excellent
7572,Excellent
4641,Very bad
3922,Excellent
7597,Excellent
8868,Excellent
3921,Excellent
4940,Excellent
4096,Very bad
1675,Very good
1725,Excellent
8035,Very good
9950,Very good
4482,Very good
8825,Very good
4762,Good
4824,Excellent
1620,Very good
1411,Very good
1196,Excellent
5454,Very bad
640,Very good
392,Very good
8495,Good
8029,Very good
9707,Very good
734,Excellent
6612,Good
4464,Good
4233,Very bad
7174,Excellent
8890,Very good
2944,Very good
6781,Excellent
4704,Good
9101,Very bad
815,Very good
4060,Bad
9172,Excellent
376,Excellent
8235,Bad
644,Good
2947,Very bad
67,Excellent
1539,Bad
6097,Excellent
9949,Excellent
5077,Good
1713,Very good
6701,Excellent
7168,Very good
2722,Bad
5109,Excellent
6537,Excellent
6079,Very good
4051,Very good
2027,Very good
9295,Very good
4250,Excellent
9514,Bad
680,Excellent
5453,Excellent
8245,Good
6636,Very good
6737,Very good
760,Good
6919,Excellent
355,Excellent
5250,Very bad
1427,Very good
95,Excellent
5741,Very good
3573,Bad
7988,Excellent
982,Excellent
5672,Excellent
9964,Very good
8803,Excellent
3395,Very good
3822,Excellent
3780,Excellent
2429,Very good
2354,Good
9444,Very good
2587,Excellent
3249,Good
6349,Excellent
4059,Bad
2631,Very good
8346,Bad
1178,Excellent
3333,Very good
7870,Very good
5523,Very bad
2098,Excellent
9208,Excellent
192,Very good
9084,Excellent
669,Good
2093,Very good
1733,Excellent
5610,Very bad
6464,Very good
4284,Very good
7646,Excellent
6452,Very good
8277,Very good
1735,Very bad
8695,Excellent
2436,Good
9292,Very good
2374,Excellent
8742,Very good
6646,Very good
2244,Very good
9430,Very good
5040,Bad
701,Very good
2564,Very good
4792,Very bad
6971,Excellent
2928,Good
9195,Bad
4106,Excellent
5574,Bad
679,Excellent
9953,Good
2744,Very good
9603,Good
9698,Bad
1409,Very good
3388,Very good
1999,Bad
6847,Very bad
6576,Very bad
1269,Very good
4008,Very good
3190,Bad
6121,Very good
5382,Very good
7302,Very bad
6135,Excellent
1032,Excellent
7785,Bad
2183,Excellent
832,Very good
5516,Good
5440,Good
1349,Excellent
766,Very good
5706,Very good
700,Bad
4975,Excellent
4124,Excellent
998,Very good
4530,Very bad
8794,Very good
5718,Excellent
3485,Very good
4663,Excellent
164,Excellent
5032,Very good
6196,Very bad
153,Very bad
6385,Excellent
803,Excellent
5880,Excellent
7410,Bad
2548,Bad
1944,Excellent
8478,Excellent
6893,Very good
874,Very bad
8964,Good
9057,Excellent
9223,Good
9360,Bad
8150,Very good
8189,Very good
7435,Very good
1784,Good
5065,Good
3757,Excellent
9210,Very good
8143,Very good
5034,Good
6718,Good
833,Excellent
147,Good
6879,Very good
8770,Very good
303,Excellent
5726,Excellent
3340,Very good
8163,Very good
1419,Very good
9990,Very good
8574,Very good
7550,Very good
3464,Excellent
2710,Good
1018,Excellent
7603,Bad
2961,Very good
5066,Good
9464,Excellent
2671,Excellent
9016,Very good
4007,Good
4866,Bad
6234,Very good
3366,Excellent
616,Excellent
6067,Very good
6013,Excellent
5020,Very good
2811,Excellent
216,Very good
46,Excellent
4763,Very good
1559,Very good
9434,Very good
643,Very good
825,Excellent
1509,Very good
9156,Good
4735,Very good
4181,Bad
3187,Good
6304,Very bad
5725,Very good
419,Excellent
1801,Excellent
5746,Excellent
9900,Very good
5824,Good
4379,Very good
1550,Very good
8552,Very good
4542,Excellent
8203,Very bad
6,Excellent
3772,Excellent
9378,Excellent
3589,Excellent
5366,Excellent
1488,Excellent
6376,Excellent
3733,Excellent
9186,Excellent
1260,Excellent
6540,Very good
9801,Excellent
1506,Excellent
2603,Excellent
6631,Very good
4110,Excellent
3751,Very good
2014,Excellent
4024,Very good
4251,Good
9738,Good
4615,Excellent
9897,Excellent
7898,Very good
5717,Excellent
2146,Very good
1454,Excellent
1959,Good
2570,Very good
6162,Excellent
8661,Very good
5147,Very good
3341,Very good
8711,Excellent
6045,Good
1389,Very good
2124,Excellent
9153,Excellent
6401,Excellent
7806,Very good
7602,Excellent
7334,Excellent
7122,Very good
926,Excellent
4102,Good
541,Excellent
8320,Bad
1379,Excellent
2717,Good
8755,Excellent
9604,Excellent
6136,Very good
6813,Very good
4848,Excellent
2071,Very good
7517,Bad
9096,Very good
5521,Good
8385,Very bad
6528,Very bad
1375,Bad
7616,Excellent
7199,Excellent
8294,Very good
5540,Excellent
5466,Very good
5015,Excellent
8807,Very good
8600,Very good
5754,Very good
5510,Very good
574,Excellent
928,Very bad
2016,Excellent
6165,Very good
4290,Good
5365,Good
4654,Very good
3131,Excellent
3077,Excellent
9029,Excellent
5716,Good
9004,Bad
2439,Excellent
8694,Very good
6367,Excellent
2599,Bad
4420,Very good
3008,Good
1438,Excellent
5225,Very bad
1113,Excellent
7993,Very good
366,Excellent
3160,Very good
836,Very good
3147,Very good
686,Very bad
4353,Very good
1004,Excellent
6706,Very good
7331,Very good
8084,Very good
8289,Very bad
4546,Bad
2734,Good
5304,Very good
3098,Good
1146,Very bad
8136,Very bad
8509,Very good
3917,Excellent
7316,Very good
8896,Very good
3778,Excellent
2524,Very good
2619,Excellent
9620,Very good
3512,Bad
4910,Very good
7130,Very bad
4578,Good
3610,Very good
6532,Excellent
6778,Very good
7656,Very good
7668,Excellent
481,Excellent
6682,Excellent
8968,Good
2009,Bad
7201,Good
5103,Very good
24,Excellent
7759,Very good
282,Very bad
8900,Good
3353,Excellent
7754,Very good
7474,Very good
8504,Very good
4757,Excellent
2341,Excellent
6431,Very good
4003,Excellent
9366,Excellent
2426,Very good
3626,Very good
7495,Very good
6029,Very good
7336,Excellent
9334,Excellent
6531,Excellent
7251,Very good
8317,Very good
9863,Excellent
2860,Very good
4854,Very good
8453,Very bad
8786,Very good
8292,Very good
7917,Very bad
1798,Very good
9849,Very good
3561,Excellent
6809,Excellent
1769,Excellent
2752,Excellent
6726,Very bad
7570,Very good
3284,Very good
9664,Very good
8583,Excellent
5031,Very bad
3605,Very good
2640,Excellent
1039,Very good
346,Very good
184,Excellent
3051,Bad
985,Excellent
4293,Very good
7413,Bad
2286,Good
885,Excellent
7852,Very bad
9479,Excellent
4471,Very good
386,Excellent
7037,Very bad
9375,Excellent
284,Excellent
3122,Very good
7053,Excellent
2794,Very bad
7047,Excellent
979,Bad
8044,Very good
1811,Excellent
4778,Excellent
9694,Excellent
9148,Excellent
3960,Very bad
7687,Excellent
6137,Bad
550,Very good
9191,Very good
2486,Excellent
7699,Very good
4394,Very good
9692,Very bad
1707,Very good
9706,Excellent
917,Excellent
949,Excellent
9533,Excellent
5783,Very good
8624,Very good
5736,Excellent
6693,Excellent
110,Excellent
6022,Very good
3429,Very good
21,Excellent
1175,Bad
1026,Very good
7544,Very good
1347,Very good
7772,Very good
3234,Very good
7818,Very good
7713,Excellent
2940,Excellent
1354,Excellent
5652,Excellent
773,Very bad
8442,Very bad
471,Very good
7963,Very good
2554,Very bad
2483,Excellent
2287,Excellent
5118,Excellent
2615,Very good
6524,Very good
1705,Very bad
7293,Very good
629,Excellent
91,Excellent
2021,Very good
7626,Excellent
5867,Bad
2041,Very good
9314,Very good
2375,Bad
7883,Excellent
6715,Very good
3259,Bad
2748,Excellent
9250,Very good
424,Excellent
7218,Excellent
3453,Good
3501,Very good
6533,Very bad
3768,Excellent
6864,Good
5175,Very bad
923,Excellent
7126,Very good
1863,Very good
4115,Very good
568,Bad
3482,Very bad
1487,Very good
2573,Very good
4299,Very good
3304,Good
3745,Very bad
983,Very bad
1763,Excellent
6448,Excellent
6616,Very good
317,Bad
1268,Excellent
9566,Very good
268,Good
8732,Excellent
4345,Very good
3596,Very bad
30,Very good
1716,Excellent
5859,Excellent
2047,Excellent
6273,Very good
3614,Excellent
1197,Very good
4638,Excellent
487,Very good
2706,Excellent
2416,Very good
5331,Good
2881,Excellent
6934,Excellent
8857,Very good
8090,Good
3890,Excellent
2838,Excellent
7972,Very good
2049,Excellent
6937,Excellent
9641,Very good
1341,Excellent
4837,Bad
8435,Very good
6255,Good
2452,Very good
6969,Very good
5016,Very good
5638,Excellent
9605,Excellent
5894,Excellent
3349,Excellent
4650,Excellent
4472,Very good
3783,Bad
319,Very good
5427,Bad
108,Very good
3530,Very bad
418,Good
8510,Very good
5057,Excellent
1177,Very good
3557,Excellent
6298,Excellent
4402,Very good
1445,Excellent
7340,Bad
2518,Excellent
347,Excellent
3875,Excellent
2489,Bad
9371,Very bad
9245,Bad
5919,Excellent
7731,Good
5781,Very good
6167,Excellent
7769,Very good
4919,Very good
7868,Very good
3281,Good
7981,Very good
5548,Good
4245,Excellent
5202,Excellent
9578,Very good
1862,Very bad
8659,Excellent
2282,Very good
6523,Very good
2512,Excellent
7109,Bad
4316,Excellent
2801,Excellent
4129,Very good
6050,Excellent
7023,Excellent
3476,Good
5600,Bad
5500,Excellent
1316,Excellent
932,Excellent
7389,Excellent
5194,Very good
8112,Very good
3172,Excellent
8224,Very good
8677,Excellent
2499,Bad
6771,Very good
9229,Very good
4280,Excellent
6249,Excellent
6441,Bad
664,Very good
2743,Excellent
5415,Excellent
5765,Very good
8516,Excellent
1789,Excellent
2163,Very good
6016,Excellent
1403,Very good
3753,Very bad
7719,Very good
3255,Very good
6439,Bad
3295,Very good
8565,Excellent
6791,Very bad
681,Very good
6588,Good
6415,Excellent
4381,Excellent
822,Excellent
5680,Excellent
3357,Very bad
8449,Very good
4370,Excellent
752,Excellent
9737,Very good
7498,Very good
5396,Very good
6454,Very good
9798,Very good
1042,Excellent
473,Very good
1377,Very good
8518,Very bad
7481,Excellent
9970,Excellent
5790,Excellent
3785,Excellent
2301,Very good
4329,Very bad
9699,Excellent
6994,Good
5238,Excellent
6876,Excellent
2435,Very good
2878,Good
410,Excellent
8018,Very good
1737,Very good
5668,Excellent
8884,Very bad
9280,Excellent
6038,Excellent
7342,Excellent
3941,Excellent
7222,Excellent
1239,Excellent
9852,Good
9735,Very good
603,Very good
599,Very good
5223,Excellent
8652,Excellent
5979,Excellent
9162,Excellent
999,Very good
3409,Very good
9348,Very good
7229,Good
9302,Good
2667,Very good
5528,Bad
9572,Good
7477,Excellent
2914,Excellent
5882,Very bad
6932,Excellent
3663,Very good
1917,Very good
7107,Good
2421,Excellent
7992,Excellent
1284,Very good
7982,Excellent
6617,Very bad
4113,Excellent
4137,Very good
4601,Very good
7828,Excellent
7325,Excellent
438,Very good
5941,Excellent
9683,Very good
7519,Excellent
314,Very good
4819,Very good
1730,Very good
496,Very good
4859,Excellent
8357,Excellent
8100,Very bad
9679,Excellent
7959,Excellent
639,Excellent
4676,Excellent
8876,Very good
2456,Excellent
8147,Very good
1291,Very bad
9260,Excellent
6758,Very good
4570,Excellent
9491,Very bad
9108,Excellent
2320,Very good
9092,Very good
9160,Very bad
5561,Excellent
8965,Excellent
1192,Very good
6802,Excellent
5151,Very good
7822,Excellent
122,Excellent
2505,Good
6062,Excellent
354,Very good
3507,Excellent
8319,Excellent
9020,Excellent
6275,Excellent
4169,Good
5341,Very good
8321,Bad
9226,Bad
868,Excellent
3797,Excellent
7433,Excellent
8923,Excellent
1179,Excellent
6770,Very good
1256,Excellent
6469,Excellent
941,Very good
5845,Excellent
721,Bad
1476,Very good
8282,Excellent
1439,Very good
1290,Very bad
7123,Very good
9632,Excellent
5330,Good
9758,Very good
8781,Very bad
5491,Very bad
7170,Very bad
8840,Bad
8799,Very bad
914,Very good
7744,Very good
7712,Good
8494,Very good
8953,Good
373,Bad
4821,Excellent
9457,Excellent
3730,Bad
112,Excellent
4877,Good
4108,Very good
8741,Bad
8104,Excellent
1152,Very good
646,Excellent
5533,Good
5495,Very bad
9385,Very good
3976,Excellent
6174,Good
2460,Bad
4939,Very good
9744,Excellent
693,Very good
4557,Excellent
8853,Good
565,Bad
957,Very good
292,Bad
1374,Very good
9800,Very good
9059,Very bad
5457,Good
181,Good
3656,Excellent
8532,Good
6106,Bad
7356,Very good
8824,Bad
3835,Excellent
1396,Excellent
245,Excellent
2369,Excellent
3467,Good
1013,Excellent
4027,Very good
1734,Very good
8140,Excellent
6259,Very good
7895,Excellent
4636,Very good
9880,Excellent
4833,Very good
770,Bad
7607,Excellent
5064,Excellent
5052,Excellent
7906,Excellent
9756,Very good
