id,review
237,Very good
2020,Very good
8835,Very good
7637,Excellent
7183,Bad
7721,Excellent
6874,Very good
411,Excellent
2120,Bad
6620,Very good
4588,Excellent
4088,Very good
3447,Very bad
5412,Good
8085,Very good
1071,Excellent
559,Very bad
2159,Excellent
890,Very good
1093,Bad
5049,Very good
3584,Very good
4282,Very good
7468,Very good
8030,Excellent
5896,Very bad
6404,Very bad
8547,Very good
7496,Good
2874,Excellent
5150,Very good
7094,Excellent
7857,Good
5368,Excellent
7841,Very bad
4232,Very good
414,Very bad
1362,Very good
2079,Very good
6087,Excellent
5532,Very bad
7375,Very good
8300,Very good
6972,Excellent
2827,Good
448,Excellent
7732,Very good
2389,Bad
7144,Very good
6003,Good
1534,Excellent
7673,Very bad
2900,Excellent
8769,Very good
3842,Very good
8630,Very good
1357,Very good
7547,Excellent
8753,Very good
6457,Good
342,Very bad
4468,Very good
6689,Good
7767,Very bad
1845,Bad
7797,Excellent
8887,Very bad
8990,Very good
9909,Very good
8894,Good
2687,Excellent
8144,Bad
5542,Excellent
1669,Very good
8579,Very good
569,Excellent
8608,Excellent
3579,Very good
8811,Very good
5692,Excellent
1946,Very good
83,Very good
8585,Excellent
2708,Good
1406,Good
553,Excellent
6450,Bad
2232,Very good
2202,Excellent
8374,Very good
3818,Excellent
6627,Excellent
6562,Very good
743,Excellent
7051,Excellent
9317,Very good
9959,Excellent
9184,Good
9760,Excellent
3018,Very good
8482,Excellent
1634,Very good
2608,Bad
1150,Excellent
3161,Very good
7272,Excellent
10,Very good
5026,Excellent
2363,Very good
7012,Very good
8947,Very good
4200,Very good
2617,Good
3594,Very good
611,Good
390,Very bad
308,Excellent
3264,Very good
5047,Very good
5243,Very bad
4463,Very bad
2816,Very good
1466,Excellent
4746,Excellent
1060,Excellent
5796,Excellent
4155,Very bad
1504,Excellent
7098,Very good
2186,Very good
7424,Excellent
4478,Excellent
8088,Excellent
3029,Very good
204,Good
3992,Excellent
7319,Bad
7762,Very good
6168,Excellent
3855,Excellent
4190,Excellent
3301,Very good
567,Excellent
7324,Excellent
8606,Excellent
7001,Good
300,Very good
3721,Good
8691,Very good
6017,Very bad
8227,Good
4405,Good
7125,Very good
2601,Good
7922,Excellent
5522,Very good
161,Very good
6501,Excellent
3552,Very bad
5617,Excellent
7226,Very good
5517,Very good
8966,Bad
2799,Excellent
4495,Excellent
5869,Very good
1283,Bad
8790,Excellent
9662,Excellent
9211,Bad
5832,Very good
2572,Excellent
7257,Excellent
8113,Excellent
8655,Excellent
2980,Excellent
9731,Good
1300,Excellent
9019,Excellent
7305,Bad
1998,Very good
7194,Very good
9078,Very good
9671,Very good
5008,Very good
6697,Bad
8627,Good
7600,Very good
1339,Bad
9865,Very bad
8557,Very good
8042,Good
562,Excellent
2885,Very good
6054,Excellent
7572,Excellent
4641,Excellent
3922,Excellent
7597,Excellent
8868,Excellent
3921,Excellent
4940,Excellent
4096,Very bad
1675,Very good
1725,Very good
8035,Very good
9950,Very good
4482,Very good
8825,Very good
4762,Very good
4824,Excellent
1620,Very good
1411,Very good
1196,Excellent
5454,Bad
640,Good
392,Good
8495,Good
8029,Very good
9707,Very good
734,Very good
6612,Good
4464,Good
4233,Very bad
7174,Excellent
8890,Very good
2944,Very good
6781,Excellent
4704,Very good
9101,Excellent
815,Excellent
4060,Bad
9172,Excellent
376,Excellent
8235,Bad
644,Very good
2947,Very bad
67,Excellent
1539,Very good
6097,Excellent
9949,Excellent
5077,Good
1713,Very good
6701,Excellent
7168,Very good
2722,Bad
5109,Bad
6537,Good
6079,Very good
4051,Very good
2027,Good
9295,Very good
4250,Excellent
9514,Bad
680,Excellent
5453,Excellent
8245,Good
6636,Very good
6737,Very good
760,Good
6919,Very good
355,Excellent
5250,Very bad
1427,Very good
95,Excellent
5741,Very good
3573,Bad
7988,Excellent
982,Excellent
5672,Very bad
9964,Very good
8803,Excellent
3395,Good
3822,Excellent
3780,Excellent
2429,Very good
2354,Good
9444,Very good
2587,Excellent
3249,Good
6349,Very good
4059,Bad
2631,Very good
8346,Bad
1178,Very good
3333,Very good
7870,Very good
5523,Bad
2098,Very good
9208,Excellent
192,Very good
9084,Very good
669,Good
2093,Very good
1733,Excellent
5610,Very bad
6464,Good
4284,Very good
7646,Excellent
6452,Very good
8277,Very good
1735,Very bad
8695,Excellent
2436,Good
9292,Very good
2374,Excellent
8742,Very good
6646,Good
2244,Very good
9430,Very good
5040,Bad
701,Very good
2564,Very good
4792,Bad
6971,Excellent
2928,Bad
9195,Bad
4106,Excellent
5574,Bad
679,Excellent
9953,Good
2744,Good
9603,Good
9698,Bad
1409,Good
3388,Very good
1999,Bad
6847,Very bad
6576,Very bad
1269,Very good
4008,Very good
3190,Bad
6121,Very good
5382,Very good
7302,Bad
6135,Excellent
1032,Excellent
7785,Bad
2183,Excellent
832,Bad
5516,Good
5440,Good
1349,Excellent
766,Very good
5706,Very good
700,Bad
4975,Very good
4124,Excellent
998,Very good
4530,Excellent
8794,Very good
5718,Very good
3485,Very good
4663,Excellent
164,Excellent
5032,Very good
6196,Very bad
153,Very bad
6385,Excellent
803,Excellent
5880,Excellent
7410,Bad
2548,Bad
1944,Excellent
8478,Excellent
6893,Very good
874,Very bad
8964,Good
9057,Excellent
9223,Good
9360,Very bad
8150,Very good
8189,Very good
7435,Very good
1784,Good
5065,Good
3757,Excellent
9210,Very good
8143,Very good
5034,Good
6718,Good
833,Excellent
147,Good
6879,Good
8770,Very good
303,Very good
5726,Excellent
3340,Good
8163,Very good
1419,Very good
9990,Very good
8574,Bad
7550,Good
3464,Excellent
2710,Very good
1018,Very good
7603,Good
2961,Good
5066,Good
9464,Excellent
2671,Excellent
9016,Very good
4007,Bad
4866,Bad
6234,Very good
3366,Bad
616,Excellent
6067,Very good
6013,Excellent
5020,Good
2811,Excellent
216,Very good
46,Excellent
4763,Very good
1559,Very good
9434,Very good
643,Very good
825,Excellent
1509,Very good
9156,Good
4735,Good
4181,Bad
3187,Good
6304,Very bad
5725,Good
419,Excellent
1801,Excellent
5746,Very good
9900,Very good
5824,Good
4379,Good
1550,Very good
8552,Very good
4542,Excellent
8203,Very bad
6,Very good
3772,Excellent
9378,Excellent
3589,Excellent
5366,Excellent
1488,Very good
6376,Excellent
3733,Excellent
9186,Excellent
1260,Very good
6540,Very good
9801,Excellent
1506,Very good
2603,Excellent
6631,Very good
4110,Excellent
3751,Very good
2014,Very good
4024,Very good
4251,Good
9738,Good
4615,Excellent
9897,Excellent
7898,Very good
5717,Excellent
2146,Excellent
1454,Excellent
1959,Good
2570,Very good
6162,Excellent
8661,Very good
5147,Good
3341,Very good
8711,Excellent
6045,Good
1389,Bad
2124,Excellent
9153,Excellent
6401,Very good
7806,Very good
7602,Excellent
7334,Excellent
7122,Excellent
926,Excellent
4102,Good
541,Excellent
8320,Bad
1379,Excellent
2717,Good
8755,Bad
9604,Excellent
6136,Good
6813,Very good
4848,Excellent
2071,Very good
7517,Bad
9096,Very good
5521,Good
8385,Very bad
6528,Bad
1375,Good
7616,Excellent
7199,Excellent
8294,Very good
5540,Excellent
5466,Very good
5015,Excellent
8807,Very good
8600,Very good
5754,Very good
5510,Excellent
574,Excellent
928,Very bad
2016,Excellent
6165,Very good
4290,Very good
5365,Good
4654,Very good
3131,Very good
3077,Excellent
9029,Good
5716,Good
9004,Very bad
2439,Excellent
8694,Very good
6367,Excellent
2599,Very bad
4420,Bad
3008,Good
1438,Excellent
5225,Very bad
1113,Excellent
7993,Very good
366,Very good
3160,Very good
836,Very good
3147,Very good
686,Very bad
4353,Very good
1004,Excellent
6706,Very good
7331,Very good
8084,Excellent
8289,Very bad
4546,Good
2734,Good
5304,Very good
3098,Good
1146,Very bad
8136,Very bad
8509,Very good
3917,Excellent
7316,Very good
8896,Good
3778,Excellent
2524,Very good
2619,Very bad
9620,Very good
3512,Bad
4910,Very good
7130,Very bad
4578,Good
3610,Very good
6532,Excellent
6778,Very good
7656,Very good
7668,Excellent
481,Excellent
6682,Excellent
8968,Good
2009,Good
7201,Very good
5103,Excellent
24,Excellent
7759,Very good
282,Bad
8900,Very good
3353,Excellent
7754,Very good
7474,Very good
8504,Very good
4757,Excellent
2341,Excellent
6431,Very good
4003,Excellent
9366,Very good
2426,Very good
3626,Very good
7495,Very good
6029,Very good
7336,Excellent
9334,Excellent
6531,Excellent
7251,Good
8317,Very good
9863,Excellent
2860,Very good
4854,Excellent
8453,Bad
8786,Good
8292,Very good
7917,Very bad
1798,Very good
9849,Bad
3561,Excellent
6809,Excellent
1769,Very good
2752,Excellent
6726,Good
7570,Very good
3284,Very good
9664,Very good
8583,Excellent
5031,Very bad
3605,Very good
2640,Excellent
1039,Very good
346,Very good
184,Excellent
3051,Bad
985,Excellent
4293,Very good
7413,Bad
2286,Good
885,Excellent
7852,Bad
9479,Excellent
4471,Very good
386,Very good
7037,Very bad
9375,Excellent
284,Excellent
3122,Very good
7053,Very good
2794,Very bad
7047,Excellent
979,Good
8044,Very good
1811,Excellent
4778,Excellent
9694,Excellent
9148,Excellent
3960,Very bad
7687,Excellent
6137,Bad
550,Very good
9191,Very good
2486,Very good
7699,Very bad
4394,Very good
9692,Very bad
1707,Very good
9706,Very good
917,Excellent
949,Excellent
9533,Very good
5783,Very good
8624,Very good
5736,Excellent
6693,Excellent
110,Excellent
6022,Very good
3429,Very good
21,Excellent
1175,Bad
1026,Very good
7544,Very good
1347,Very good
7772,Bad
3234,Very good
7818,Good
7713,Very good
2940,Excellent
1354,Very good
5652,Excellent
773,Very bad
8442,Very bad
471,Very good
7963,Good
2554,Bad
2483,Excellent
2287,Excellent
5118,Good
2615,Very good
6524,Very good
1705,Very good
7293,Very good
629,Excellent
91,Excellent
2021,Very good
7626,Excellent
5867,Good
2041,Good
9314,Good
2375,Good
7883,Excellent
6715,Very good
3259,Bad
2748,Excellent
9250,Very good
424,Excellent
7218,Excellent
3453,Very good
3501,Very good
6533,Very bad
3768,Very good
6864,Good
5175,Very bad
923,Excellent
7126,Very good
1863,Good
4115,Very good
568,Bad
3482,Bad
1487,Very good
2573,Very good
4299,Very good
3304,Good
3745,Very bad
983,Bad
1763,Excellent
6448,Excellent
6616,Good
317,Bad
1268,Very good
9566,Very good
268,Good
8732,Excellent
4345,Very good
3596,Bad
30,Very good
1716,Excellent
5859,Excellent
2047,Excellent
6273,Very good
3614,Excellent
1197,Very good
4638,Excellent
487,Good
2706,Very good
2416,Very good
5331,Good
2881,Excellent
6934,Excellent
8857,Very good
8090,Good
3890,Excellent
2838,Very good
7972,Bad
2049,Very good
6937,Very good
9641,Very good
1341,Good
4837,Good
8435,Very good
6255,Good
2452,Very good
6969,Very good
5016,Very good
5638,Excellent
9605,Excellent
5894,Excellent
3349,Excellent
4650,Excellent
4472,Very good
3783,Very bad
319,Very good
5427,Very bad
108,Good
3530,Very bad
418,Good
8510,Good
5057,Very good
1177,Very good
3557,Excellent
6298,Excellent
4402,Very good
1445,Excellent
7340,Bad
2518,Excellent
347,Excellent
3875,Excellent
2489,Bad
9371,Very bad
9245,Good
5919,Excellent
7731,Good
5781,Very good
6167,Excellent
7769,Excellent
4919,Very good
7868,Very good
3281,Good
7981,Very good
5548,Good
4245,Very good
5202,Excellent
9578,Very good
1862,Very bad
8659,Excellent
2282,Very good
6523,Very good
2512,Excellent
7109,Very bad
4316,Excellent
2801,Excellent
4129,Very good
6050,Excellent
7023,Very good
3476,Good
5600,Bad
5500,Excellent
1316,Excellent
932,Very good
7389,Very good
5194,Very good
8112,Very good
3172,Excellent
8224,Very good
8677,Excellent
2499,Very good
6771,Very good
9229,Very good
4280,Excellent
6249,Excellent
6441,Bad
664,Very good
2743,Excellent
5415,Excellent
5765,Very good
8516,Good
1789,Very good
2163,Very good
6016,Excellent
1403,Excellent
3753,Very bad
7719,Excellent
3255,Very good
6439,Bad
3295,Very good
8565,Excellent
6791,Very bad
681,Very good
6588,Good
6415,Excellent
4381,Excellent
822,Excellent
5680,Very good
3357,Very bad
8449,Very good
4370,Excellent
752,Excellent
9737,Good
7498,Very good
5396,Very good
6454,Very good
9798,Bad
1042,Excellent
473,Very good
1377,Very good
8518,Bad
7481,Very good
9970,Excellent
5790,Excellent
3785,Excellent
2301,Very good
4329,Excellent
9699,Very good
6994,Very good
5238,Excellent
6876,Very good
2435,Very good
2878,Good
410,Good
8018,Excellent
1737,Good
5668,Very good
8884,Very bad
9280,Very good
6038,Very good
7342,Excellent
3941,Excellent
7222,Excellent
1239,Very good
9852,Good
9735,Very good
603,Very good
599,Very good
5223,Good
8652,Excellent
5979,Excellent
9162,Excellent
999,Very good
3409,Very good
9348,Very good
7229,Good
9302,Good
2667,Very good
5528,Good
9572,Bad
7477,Excellent
2914,Excellent
5882,Very bad
6932,Excellent
3663,Very good
1917,Very good
7107,Good
2421,Very good
7992,Very good
1284,Very good
7982,Very good
6617,Very bad
4113,Very good
4137,Very good
4601,Very good
7828,Excellent
7325,Excellent
438,Excellent
5941,Excellent
9683,Excellent
7519,Excellent
314,Very good
4819,Very good
1730,Good
496,Very good
4859,Excellent
8357,Bad
8100,Very bad
9679,Excellent
7959,Excellent
639,Excellent
4676,Excellent
8876,Very good
2456,Excellent
8147,Very good
1291,Bad
9260,Excellent
6758,Very good
4570,Excellent
9491,Very bad
9108,Excellent
2320,Very good
9092,Very good
9160,Bad
5561,Excellent
8965,Very bad
1192,Very good
6802,Excellent
5151,Very good
7822,Very good
122,Very good
2505,Good
6062,Very good
354,Very good
3507,Excellent
8319,Excellent
9020,Excellent
6275,Very good
4169,Good
5341,Very good
8321,Bad
9226,Bad
868,Excellent
3797,Good
7433,Very good
8923,Excellent
1179,Excellent
6770,Good
1256,Excellent
6469,Excellent
941,Very good
5845,Excellent
721,Good
1476,Good
8282,Excellent
1439,Very good
1290,Good
7123,Very good
9632,Very good
5330,Good
9758,Excellent
8781,Bad
5491,Very bad
7170,Very bad
8840,Bad
8799,Very bad
914,Very good
7744,Very good
7712,Very good
8494,Very good
8953,Good
373,Bad
4821,Excellent
9457,Very good
3730,Very bad
112,Excellent
4877,Good
4108,Very good
8741,Bad
8104,Excellent
1152,Good
646,Excellent
5533,Very good
5495,Very bad
9385,Very good
3976,Very good
6174,Bad
2460,Good
4939,Very good
9744,Excellent
693,Very good
4557,Excellent
8853,Bad
565,Bad
957,Very good
292,Good
1374,Very good
9800,Good
9059,Very bad
5457,Good
181,Good
3656,Excellent
8532,Good
6106,Very bad
7356,Very good
8824,Bad
3835,Excellent
1396,Excellent
245,Excellent
2369,Excellent
3467,Very good
1013,Excellent
4027,Very bad
1734,Very good
8140,Excellent
6259,Very good
7895,Excellent
4636,Good
9880,Excellent
4833,Very good
770,Bad
7607,Excellent
5064,Good
5052,Excellent
7906,Excellent
9756,Very good
